ticker,classification,market_cap,valuation_context,earnings_quality_analysis,pricing_power_analysis,secondary_red_flags,qualification_reason,sales_y1,sales_y2,sales_y3,sales_q1,sales_q2,net_profit_y1,net_profit_y2,opm_y1,opm_y2,operating_profit_y1,interest_y1,share_capital_y1,share_capital_y2,borrowings_y1,borrowings_y2,fixed_assets_y1,fixed_assets_y2,cwip_y1,cwip_y2,cfo_y1,roce_y1,roce_y2,ccc_y1,ccc_y2,promoter_q1,promoter_q2,fii_q1,fii_q2,dii_q1,dii_q2,stock_pe,dividend_yield,other_income_y1,debtor_days_y1,debtor_days_y2,days_payable_y1,days_payable_y2
COMSYN,PROVEN COMPOUNDER,682.0,Micro/Small-Cap (₹682.0Cr) trading at fair/standard multiple (PE: 25.9).,Elite Quality: Earnings are clean and validated by a 0.24% hard-cash dividend.,WARNING: Receivables piling up. Free credit to drive sales.,Debt exceeds hard physical assets,"Track B. Fired: Operating Leverage, Immaculate Cash Conversion, Dividend Validation",387.0,347.0,288.0,100.56,97.48,26.0,17.0,12.0,10.0,48.0,9.0,40.0,40.0,129.0,115.0,106.0,100.0,26.0,2.0,39.0,14.0,12.0,171.0,172.0,59.18,58.79,0.17,0.0,0.09,0.0,25.9,0.24,3.0,62.0,49.0,0.0,0.0
CONFIPET,PROVEN COMPOUNDER,2321.0,Micro/Small-Cap (₹2321.0Cr) trading at fair/standard multiple (PE: 25.0).,CAUTION: >30% of Net Profit stems from Other Income.,Neutral: Trade working capital is stable.,No glaring secondary red flags detected.,"Track B. Fired: Top-Line Growth, Immaculate Cash Conversion, Dividend Validation",4705.0,3146.0,2698.0,1216.0,1394.0,97.0,91.0,7.0,10.0,347.0,84.0,33.0,33.0,761.0,765.0,1112.0,1048.0,28.0,83.0,400.0,9.0,9.0,26.0,59.0,55.89,55.89,0.48,0.69,0.01,0.01,25.0,0.14,32.0,17.0,36.0,0.0,0.0
CPEDU,HYPER-COMPOUNDER,383.0,Micro/Small-Cap (₹383.0Cr) trading at deep value (PE: 16.7).,Elite Quality: Earnings are clean and validated by a 1.18% hard-cash dividend.,WARNING: Receivables piling up. Free credit to drive sales.,No glaring secondary red flags detected.,"Both Tracks. Fired: Working Capital Squeeze, Smart Money Creep, Elite ROCE, Operating Leverage, Immaculate Cash Conversion, Dividend Validation",51.0,50.0,47.0,10.66,14.63,23.0,19.0,51.0,43.0,26.0,0.0,18.0,18.0,1.0,0.0,3.0,3.0,0.0,0.0,19.0,46.0,48.0,28.0,110.0,63.7,63.7,0.07,0.05,2.42,0.0,16.7,1.18,6.0,28.0,18.0,0.0,0.0
COSMOFIRST,EARLY INFLECTION,2034.0,Micro/Small-Cap (₹2034.0Cr) trading at deep value (PE: 12.6).,CAUTION: >30% of Net Profit stems from Other Income.,Neutral: Trade working capital is stable.,Promoter holding is passable but low (40.78%),"Track A. Fired: Factory Go-Live, Working Capital Squeeze",3639.0,2895.0,2587.0,1021.0,899.0,156.0,133.0,11.0,10.0,384.0,141.0,26.0,26.0,1680.0,1438.0,2480.0,1820.0,188.0,589.0,397.0,11.0,10.0,10.0,17.0,40.78,40.86,2.13,2.67,1.13,0.84,12.6,0.51,95.0,40.0,39.0,0.0,0.0
CRIZAC,PROVEN COMPOUNDER,3765.0,Micro/Small-Cap (₹3765.0Cr) trading at deep value (PE: 17.2).,Elite Quality: Earnings are clean and validated by a 3.71% hard-cash dividend.,Neutral: Trade working capital is stable.,No glaring secondary red flags detected.,"Track B. Fired: Elite ROCE, Top-Line Growth, Operating Leverage, Dividend Validation",1042.0,849.0,530.0,392.0,279.0,219.0,153.0,27.0,25.0,286.0,0.0,35.0,35.0,2.0,0.0,120.0,93.0,0.0,0.0,144.0,52.0,48.0,84.0,110.0,79.94,79.94,2.3,2.48,3.48,3.48,17.2,3.71,29.0,84.0,110.0,0.0,0.0
DALMIASUG,EARLY INFLECTION,2728.0,Micro/Small-Cap (₹2728.0Cr) trading at deep value (PE: 11.9).,CAUTION: >30% of Net Profit stems from Other Income.,WARNING: Receivables piling up. Free credit to drive sales.,Debt exceeds hard physical assets,"Track A. Fired: Factory Go-Live, Smart Money Creep",3617.0,3725.0,2899.0,991.0,698.0,236.0,366.0,12.0,13.0,426.0,63.0,16.0,16.0,1803.0,1044.0,1784.0,1657.0,47.0,186.0,219.0,8.0,10.0,230.0,207.0,74.92,74.92,0.72,0.7,0.12,0.09,11.9,1.78,94.0,18.0,12.0,0.0,0.0
DECCANCE,HYPER-COMPOUNDER,810.0,Micro/Small-Cap (₹810.0Cr) trading at fair/standard multiple (PE: 45.3).,CAUTION: >30% of Net Profit stems from Other Income.,Neutral: Trade working capital is stable.,No glaring secondary red flags detected.,"Both Tracks. Fired: Factory Go-Live, Working Capital Squeeze, Margin Turnaround, Smart Money Creep, Operating Leverage, Immaculate Cash Conversion, Dividend Validation",636.0,527.0,0.0,213.89,130.85,29.0,8.0,12.0,7.0,77.0,27.0,7.0,7.0,753.0,714.0,1352.0,402.0,3.0,805.0,76.0,3.0,0.0,213.0,386.0,56.24,56.24,14.3,12.85,0.78,0.78,45.3,0.11,21.0,28.0,40.0,0.0,0.0
DEEPINDS,HYPER-COMPOUNDER,3146.0,Micro/Small-Cap (₹3146.0Cr) trading at deep value (PE: 8.51).,Elite Quality: Earnings are clean and validated by a 0.62% hard-cash dividend.,Neutral: Trade working capital is stable.,No glaring secondary red flags detected.,"Both Tracks. Fired: Factory Go-Live, Working Capital Squeeze, Smart Money Creep, Top-Line Growth, Immaculate Cash Conversion, Dividend Validation",891.0,576.0,427.0,248.71,221.5,197.0,-79.0,40.0,42.0,355.0,18.0,32.0,32.0,203.0,205.0,1472.0,1081.0,56.0,258.0,270.0,16.0,12.0,198.0,373.0,63.49,63.49,1.81,1.71,1.13,1.1,8.51,0.62,-139.0,197.0,373.0,0.0,0.0
DHAMPURSUG,PROVEN COMPOUNDER,905.0,Micro/Small-Cap (₹905.0Cr) trading at deep value (PE: 13.9).,CAUTION: >30% of Net Profit stems from Other Income.,Neutral: Trade working capital is stable.,Promoter holding is passable but low (49.87%),"Track B. Fired: Operating Leverage, Immaculate Cash Conversion, Dividend Validation",1967.0,1957.0,2169.0,491.0,451.0,65.0,52.0,9.0,9.0,173.0,49.0,64.0,65.0,899.0,936.0,1094.0,1132.0,13.0,9.0,243.0,6.0,6.0,189.0,211.0,49.87,49.87,2.41,1.91,0.83,0.58,13.9,1.43,23.0,21.0,28.0,0.0,0.0
DHANUKA,PROVEN COMPOUNDER,4842.0,Micro/Small-Cap (₹4842.0Cr) trading at deep value (PE: 16.6).,Elite Quality: Earnings are clean and validated by a 0.19% hard-cash dividend.,Neutral: Trade working capital is stable.,No glaring secondary red flags detected.,"Track B. Fired: Elite ROCE, Operating Leverage, Immaculate Cash Conversion, Dividend Validation",2035.0,1759.0,1700.0,442.0,445.0,297.0,239.0,20.0,19.0,417.0,5.0,9.0,9.0,74.0,27.0,504.0,338.0,9.0,28.0,263.0,28.0,27.0,168.0,174.0,69.72,69.72,1.93,2.14,19.43,18.78,16.6,0.19,36.0,82.0,72.0,0.0,0.0
DICIND,PROVEN COMPOUNDER,482.0,Micro/Small-Cap (₹482.0Cr) trading at fair/standard multiple (PE: 21.9).,Elite Quality: Earnings are clean and validated by a 0.59% hard-cash dividend.,Neutral: Trade working capital is stable.,No glaring secondary red flags detected.,"Track B. Fired: Operating Leverage, Immaculate Cash Conversion, Dividend Validation",503.0,514.0,443.0,0.0,0.0,22.0,18.0,8.0,7.0,42.0,4.0,9.0,9.0,43.0,49.0,73.0,75.0,9.0,6.0,35.0,15.0,16.0,112.0,109.0,71.75,71.75,0.0,0.0,0.0,0.0,21.9,0.59,5.0,100.0,103.0,0.0,0.0
DIFFNKG,PROVEN COMPOUNDER,1408.0,Micro/Small-Cap (₹1408.0Cr) trading at fair/standard multiple (PE: 27.7).,CAUTION: >30% of Net Profit stems from Other Income.,Neutral: Trade working capital is stable.,No glaring secondary red flags detected.,"Track B. Fired: Top-Line Growth, Operating Leverage, Dividend Validation",407.0,335.0,278.0,142.0,101.0,50.0,36.0,14.0,13.0,57.0,2.0,37.0,37.0,29.0,23.0,110.0,98.0,23.0,3.0,23.0,16.0,15.0,159.0,175.0,69.76,69.7,0.41,0.14,8.13,6.8,27.7,0.4,17.0,115.0,92.0,0.0,0.0
DIAMONDYD,EARLY INFLECTION,2671.0,Micro/Small-Cap (₹2671.0Cr) priced for perfection (PE: 131.0).,CAUTION: >30% of Net Profit stems from Other Income.,Neutral: Trade working capital is stable.,No glaring secondary red flags detected.,"Track A. Fired: Working Capital Squeeze, Smart Money Creep",1653.0,1397.0,1171.0,387.0,426.0,20.0,3.0,4.0,4.0,63.0,7.0,12.0,12.0,60.0,80.0,581.0,550.0,15.0,14.0,80.0,1.0,3.0,13.0,24.0,55.59,54.81,4.79,5.02,7.21,7.21,131.0,0.04,8.0,3.0,4.0,0.0,0.0
DOLPHIN,EARLY INFLECTION,1577.0,Micro/Small-Cap (₹1577.0Cr) trading at fair/standard multiple (PE: 23.0).,Standard Quality: Earnings driven by core operations.,Neutral: Trade working capital is stable.,No glaring secondary red flags detected.,"Track A. Fired: Factory Go-Live, Working Capital Squeeze, Smart Money Creep",116.0,74.0,6.0,45.0,30.0,69.0,46.0,62.0,62.0,72.0,14.0,4.0,4.0,203.0,165.0,309.0,1.0,0.0,222.0,45.0,15.0,15.0,729.0,974.0,74.99,74.99,4.58,4.57,0.31,0.31,23.0,0.0,17.0,729.0,974.0,0.0,0.0
DPABHUSHAN,PROVEN COMPOUNDER,2116.0,Micro/Small-Cap (₹2116.0Cr) trading at fair/standard multiple (PE: 52.2).,Standard Quality: Earnings driven by core operations.,Neutral: Trade working capital is stable.,Debt exceeds hard physical assets,"Track B. Fired: Elite ROCE, Top-Line Growth, Operating Leverage",1728.0,1215.0,807.0,439.66,668.11,41.0,27.0,4.0,4.0,75.0,15.0,22.0,22.0,170.0,169.0,50.0,42.0,0.0,0.0,17.0,24.0,22.0,66.0,79.0,74.89,74.88,0.32,0.22,0.0,0.0,52.2,0.0,0.0,1.0,1.0,0.0,0.0
DOLLAR,PROVEN COMPOUNDER,1475.0,Micro/Small-Cap (₹1475.0Cr) trading at deep value (PE: 13.7).,Elite Quality: Earnings are clean and validated by a 1.15% hard-cash dividend.,Neutral: Trade working capital is stable.,Debt exceeds hard physical assets,"Track B. Fired: Operating Leverage, Immaculate Cash Conversion, Dividend Validation",1881.0,1710.0,1572.0,622.0,388.0,107.0,92.0,11.0,11.0,200.0,24.0,11.0,11.0,291.0,344.0,268.0,274.0,6.0,1.0,139.0,14.0,13.0,236.0,275.0,72.48,72.21,4.98,4.36,0.97,1.21,13.7,1.15,7.0,122.0,119.0,0.0,0.0
DSSL,HYPER-COMPOUNDER,1874.0,Micro/Small-Cap (₹1874.0Cr) trading at fair/standard multiple (PE: 22.1).,Elite Quality: Earnings are clean and validated by a 0.03% hard-cash dividend.,Neutral: Trade working capital is stable.,Debt exceeds hard physical assets,"Both Tracks. Fired: Factory Go-Live, Margin Turnaround, Smart Money Creep, Elite ROCE, Operating Leverage, Dividend Validation",1424.0,1267.0,1024.0,402.0,341.0,85.0,72.0,10.0,8.0,146.0,23.0,13.0,13.0,237.0,139.0,158.0,9.0,3.0,24.0,0.0,30.0,39.0,24.0,14.0,60.89,60.95,0.37,0.34,0.3,0.26,22.1,0.03,6.0,154.0,126.0,0.0,0.0
EIEL,EARLY INFLECTION,4053.0,Micro/Small-Cap (₹4053.0Cr) trading at fair/standard multiple (PE: 21.4).,Standard Quality: Earnings driven by core operations.,Neutral: Trade working capital is stable.,"Debt exceeds hard physical assets | Passed survival, but currently burning operating cash flow","Track A. Fired: Working Capital Squeeze, Smart Money Creep",1146.0,1066.0,729.0,427.0,250.0,188.0,177.0,24.0,25.0,277.0,36.0,176.0,176.0,422.0,234.0,255.0,70.0,114.0,0.0,-63.0,20.0,32.0,-49.0,-13.0,70.19,70.13,0.58,0.4,0.87,1.03,21.4,0.0,34.0,53.0,70.0,0.0,0.0
EIMCOELECO,PROVEN COMPOUNDER,1050.0,Micro/Small-Cap (₹1050.0Cr) trading at fair/standard multiple (PE: 27.4).,CAUTION: >30% of Net Profit stems from Other Income.,WARNING: Receivables piling up. Free credit to drive sales.,Promoter holding is passable but low (48.96%),"Track B. Fired: Top-Line Growth, Operating Leverage, Dividend Validation",228.0,173.0,84.0,84.0,48.0,39.0,20.0,18.0,14.0,40.0,1.0,6.0,6.0,0.0,1.0,73.0,76.0,0.0,1.0,12.0,13.0,8.0,335.0,357.0,48.96,48.96,3.1,3.39,1.05,1.0,27.4,0.25,16.0,150.0,112.0,0.0,0.0
EKC,PROVEN COMPOUNDER,1425.0,Micro/Small-Cap (₹1425.0Cr) trading at deep value (PE: 9.64).,Elite Quality: Earnings are clean and validated by a 0.53% hard-cash dividend.,Neutral: Trade working capital is stable.,No glaring secondary red flags detected.,"Track B. Fired: Operating Leverage, Immaculate Cash Conversion, Dividend Validation",1471.0,1499.0,1223.0,358.0,365.0,147.0,98.0,14.0,12.0,203.0,14.0,22.0,22.0,267.0,143.0,593.0,417.0,162.0,163.0,142.0,12.0,12.0,288.0,256.0,67.38,67.38,1.24,1.43,0.23,0.21,9.64,0.53,21.0,55.0,61.0,0.0,0.0
ELDEHSG,PROVEN COMPOUNDER,794.0,Micro/Small-Cap (₹794.0Cr) trading at fair/standard multiple (PE: 32.7).,CAUTION: >30% of Net Profit stems from Other Income.,Neutral: Trade working capital is stable.,Debt exceeds hard physical assets,"Track B. Fired: Top-Line Growth, Immaculate Cash Conversion, Dividend Validation",165.0,133.0,112.0,60.11,43.08,24.0,22.0,19.0,19.0,31.0,3.0,2.0,2.0,154.0,116.0,17.0,17.0,0.0,0.0,104.0,8.0,7.0,3278.0,4.0,54.83,54.83,0.82,0.82,0.32,0.32,32.7,1.12,11.0,2.0,4.0,0.0,0.0
ELITECON,EARLY INFLECTION,4640.0,Micro/Small-Cap (₹4640.0Cr) trading at deep value (PE: 14.5).,Elite Quality: Earnings are clean and validated by a 0.18% hard-cash dividend.,Neutral: Trade working capital is stable.,Debt exceeds hard physical assets,"Track A. Fired: Factory Go-Live, Working Capital Squeeze, Margin Turnaround, Smart Money Creep",549.0,1.0,1.0,1741.0,2192.0,70.0,0.0,13.0,4.0,69.0,0.0,160.0,160.0,376.0,3.0,109.0,9.0,-0.0,8.0,-0.0,0.0,1.0,56.0,317.0,59.43,59.43,38.04,38.0,0.0,0.0,14.5,0.18,3.0,83.0,242.0,0.0,0.0
EMUDHRA,PROVEN COMPOUNDER,3762.0,Micro/Small-Cap (₹3762.0Cr) trading at fair/standard multiple (PE: 36.0).,Elite Quality: Earnings are clean and validated by a 0.27% hard-cash dividend.,Neutral: Trade working capital is stable.,No glaring secondary red flags detected.,"Track B. Fired: Top-Line Growth, Immaculate Cash Conversion, Dividend Validation",702.0,519.0,373.0,193.0,188.0,110.0,87.0,23.0,24.0,159.0,5.0,41.0,41.0,29.0,0.0,727.0,419.0,29.0,17.0,133.0,16.0,15.0,-294.0,-240.0,54.4,54.4,3.13,4.16,13.33,16.75,36.0,0.27,12.0,98.0,102.0,0.0,0.0
EUROPRATIK,PROVEN COMPOUNDER,2857.0,Micro/Small-Cap (₹2857.0Cr) trading at fair/standard multiple (PE: 34.5).,Elite Quality: Earnings are clean and validated by a 0.07% hard-cash dividend.,Neutral: Trade working capital is stable.,No glaring secondary red flags detected.,"Track B. Fired: Elite ROCE, Top-Line Growth, Dividend Validation",335.0,284.0,221.0,93.0,80.0,77.0,76.0,34.0,36.0,113.0,3.0,10.0,10.0,24.0,19.0,85.0,30.0,0.0,0.0,41.0,38.0,50.0,320.0,331.0,70.49,70.09,0.49,1.57,4.61,5.01,34.5,0.07,0.0,106.0,123.0,0.0,0.0
EXPLEOSOL,PROVEN COMPOUNDER,1280.0,Micro/Small-Cap (₹1280.0Cr) trading at deep value (PE: 9.46).,Elite Quality: Earnings are clean and validated by a 6.06% hard-cash dividend.,Neutral: Trade working capital is stable.,No glaring secondary red flags detected.,"Track B. Fired: Elite ROCE, Operating Leverage, Immaculate Cash Conversion, Dividend Validation",1108.0,1025.0,965.0,286.0,279.0,124.0,103.0,15.0,16.0,170.0,2.0,16.0,16.0,8.0,30.0,73.0,113.0,0.0,0.0,119.0,25.0,21.0,76.0,79.0,71.05,71.05,0.42,0.32,0.01,0.07,9.46,6.06,23.0,76.0,79.0,0.0,0.0
FAZE3Q,EARLY INFLECTION,1433.0,Micro/Small-Cap (₹1433.0Cr) trading at fair/standard multiple (PE: 42.7).,Standard Quality: Earnings driven by core operations.,Neutral: Trade working capital is stable.,No glaring secondary red flags detected.,"Track A. Fired: Working Capital Squeeze, Smart Money Creep",923.0,690.0,565.0,277.0,227.0,34.0,41.0,9.0,13.0,83.0,19.0,24.0,24.0,275.0,192.0,359.0,306.0,12.0,9.0,58.0,9.0,12.0,161.0,216.0,58.01,57.95,0.14,0.0,0.77,0.78,42.7,0.0,10.0,45.0,48.0,0.0,0.0
FILATEX,HYPER-COMPOUNDER,2449.0,Micro/Small-Cap (₹2449.0Cr) trading at deep value (PE: 13.4).,Elite Quality: Earnings are clean and validated by a 0.46% hard-cash dividend.,Neutral: Trade working capital is stable.,No glaring secondary red flags detected.,"Both Tracks. Fired: Working Capital Squeeze, Margin Turnaround, Smart Money Creep, Operating Leverage, Immaculate Cash Conversion, Dividend Validation",4161.0,4252.0,2874.0,985.0,1050.0,183.0,134.0,8.0,6.0,313.0,19.0,44.0,44.0,150.0,147.0,1316.0,1335.0,97.0,13.0,246.0,17.0,0.0,-4.0,3.0,65.47,65.38,4.22,4.51,2.78,2.38,13.4,0.46,29.0,9.0,11.0,0.0,0.0
FISCHER,EARLY INFLECTION,2306.0,Micro/Small-Cap (₹2306.0Cr) priced for perfection (PE: 74.4).,CAUTION: >30% of Net Profit stems from Other Income.,WARNING: Receivables piling up. Free credit to drive sales.,"Debt exceeds hard physical assets | Passed survival, but currently burning operating cash flow","Track A. Fired: Working Capital Squeeze, Margin Turnaround, Smart Money Creep",309.0,111.0,21.0,97.73,101.1,31.0,1.0,14.0,3.0,43.0,6.0,65.0,64.0,107.0,85.0,33.0,24.0,3.0,1.0,-101.0,11.0,1.0,111.0,205.0,62.15,61.8,4.97,4.85,1.38,1.36,74.4,0.01,12.0,342.0,251.0,0.0,0.0
FLAIR,PROVEN COMPOUNDER,2986.0,Micro/Small-Cap (₹2986.0Cr) trading at fair/standard multiple (PE: 21.4).,Elite Quality: Earnings are clean and validated by a 0.35% hard-cash dividend.,Neutral: Trade working capital is stable.,No glaring secondary red flags detected.,"Track B. Fired: Operating Leverage, Immaculate Cash Conversion, Dividend Validation",1250.0,1080.0,979.0,323.0,318.0,141.0,119.0,18.0,17.0,225.0,5.0,53.0,53.0,66.0,62.0,482.0,427.0,60.0,23.0,137.0,17.0,16.0,251.0,247.0,78.59,78.59,0.3,0.3,10.34,10.12,21.4,0.35,21.0,80.0,88.0,0.0,0.0
